customer_id,name,email,phone,sign_up_date,country
CUST_0335,Customer Name 335,customer_335@example.com,204.618.7234,2025-01-07,India
CUST_0336,Customer Name 336,customer_336@example.com,7303718376,06/15/2025,USA
CUST_0337,Customer Name 337,customer_337@example.com,+1-881-474-3503,2025/05/01,Canada
CUST_0338,Customer Name 338,customer_338@example.com,9163009792,02/15/2025,USA
CUST_0339,Customer Name 339,customer_339@example.com,5005281273,13-Oct-2025,Germany
CUST_0340,Customer Name 340,customer_340@example.com,065.240.7784,04/08/2025,UK
CUST_0341,Customer Name 341,customer_341@example.com,4982182744,2025-08-21,France
CUST_0342,Customer Name 342,customer_342@example.com,(209) 593-5186,2025/09/26,Canada
CUST_0343,Customer Name 343,customer_343@example.com,+1-565-118-1022,2025-04-14,USA
CUST_0344,Customer Name 344,,+1-678-994-0539,01/07/2025,Australia
CUST_0345,Customer Name 345,,+1-058-650-9480,2025-06-05,France
CUST_0346,Customer Name 346,customer_346@example.com,386.338.3928,24-Feb-2025,India
CUST_0347,Customer Name 347,customer_347@example.com,122.868.5289,30-Jun-2025,UK
CUST_0348,Customer Name 348,customer_348@example.com,6659398368,2025/07/04,Germany
CUST_0349,Customer Name 349,,(049) 082-4043,2025-06-11,India
CUST_0350,Customer Name 350,customer_350@example.com,(888) 992-1075,12-Mar-2025,France
CUST_0351,Customer Name 351,customer_351@example.com,(441) 969-3157,2025-09-07,UK
CUST_0352,Customer Name 352,,+1-961-055-6613,2025/11/21,France
CUST_0353,Customer Name 353,,+1-892-583-2067,2025/04/24,Germany
CUST_0354,Customer Name 354,customer_354@example.com,517.908.6416,12/24/2025,Germany
CUST_0355,Customer Name 355,customer_355@example.com,7693898331,09-Aug-2025,France
CUST_0356,Customer Name 356,customer_356@example.com,(665) 535-5904,2025/06/29,Germany
CUST_0357,Customer Name 357,,3352110392,08-Jan-2025,USA
CUST_0358,Customer Name 358,customer_358@example.com,705.383.3884,11/15/2025,India
CUST_0359,Customer Name 359,,+1-980-420-4394,2025-08-27,India
CUST_0360,Customer Name 360,customer_360@example.com,510.463.6815,2025-11-02,France
CUST_0361,Customer Name 361,customer_361@example.com,+1-800-384-5762,27-Jun-2025,UK
CUST_0362,Customer Name 362,customer_362@example.com,8404608432,07/21/2025,Germany
CUST_0363,Customer Name 363,customer_363@example.com,936.392.6495,10/05/2025,Canada
CUST_0364,Customer Name 364,customer_364@example.com,+1-324-826-2925,2025-10-13,Australia
CUST_0365,Customer Name 365,customer_365@example.com,(056) 647-4231,2025-04-05,France
CUST_0366,Customer Name 366,customer_366@example.com,999.393.3051,2025/03/10,UK
CUST_0367,Customer Name 367,customer_367@example.com,6772233060,07/31/2025,Canada
CUST_0368,Customer Name 368,customer_368@example.com,+1-127-975-7366,2025/11/08,Germany
CUST_0369,Customer Name 369,customer_369@example.com,(998) 808-1770,2025/09/23,USA
CUST_0370,Customer Name 370,customer_370@example.com,803.476.4472,2025-05-31,Canada
CUST_0371,Customer Name 371,customer_371@example.com,7181298266,2025-08-19,France
CUST_0372,Customer Name 372,customer_372@example.com,3714521117,2025/02/13,France
CUST_0373,Customer Name 373,customer_373@example.com,(268) 602-5922,2025-04-02,UK
CUST_0374,Customer Name 374,customer_374@example.com,742.123.0940,2025/09/12,USA
CUST_0375,Customer Name 375,customer_375@example.com,+1-733-977-6719,06-May-2025,France
CUST_0376,Customer Name 376,customer_376@example.com,3022050209,2025-06-19,Germany
CUST_0377,Customer Name 377,customer_377@example.com,+1-249-998-2795,17-Feb-2025,Germany
CUST_0378,Customer Name 378,customer_378@example.com,681.472.1458,09/26/2025,France
CUST_0379,Customer Name 379,,9817946954,2025/03/08,India
CUST_0380,Customer Name 380,customer_380@example.com,(293) 430-1071,2025/11/12,UK
CUST_0381,Customer Name 381,customer_381@example.com,3034414488,2025-01-04,UK
CUST_0382,Customer Name 382,customer_382@example.com,(990) 235-5770,09/04/2025,Australia
CUST_0383,Customer Name 383,customer_383@example.com,+1-576-084-9588,17-Apr-2025,Australia
CUST_0384,Customer Name 384,customer_384@example.com,(240) 568-2996,2025-11-01,Australia
CUST_0385,Customer Name 385,customer_385@example.com,(504) 617-3574,26-Sep-2025,UK
CUST_0386,Customer Name 386,customer_386@example.com,317.807.8235,26-Sep-2025,Canada
CUST_0387,Customer Name 387,customer_387@example.com,1823076810,2025-01-23,USA
CUST_0388,Customer Name 388,customer_388@example.com,4094353344,2025-08-14,Canada
CUST_0389,Customer Name 389,customer_389@example.com,0988138585,14-Mar-2025,Canada
CUST_0390,Customer Name 390,,958.702.0701,2025-01-28,Canada
CUST_0391,Customer Name 391,customer_391@example.com,(979) 545-3817,2025/02/17,UK
CUST_0392,Customer Name 392,customer_392@example.com,7733294562,2025/06/16,USA
CUST_0393,Customer Name 393,customer_393@example.com,+1-577-245-9928,2025-07-27,India
CUST_0394,Customer Name 394,,(487) 696-3938,2025/09/04,Canada
CUST_0395,Customer Name 395,customer_395@example.com,966.958.3219,2025/02/28,USA
CUST_0396,Customer Name 396,customer_396@example.com,+1-246-191-9657,02/16/2025,France
CUST_0397,Customer Name 397,customer_397@example.com,(022) 784-6997,16-Apr-2025,Australia
CUST_0398,Customer Name 398,customer_398@example.com,4651909862,01-Feb-2025,USA
CUST_0399,Customer Name 399,,851.403.6965,2025/07/27,Canada
CUST_0400,Customer Name 400,customer_400@example.com,(723) 865-6242,2025-01-06,Canada
CUST_0401,Customer Name 401,customer_401@example.com,(762) 126-7969,2025/08/21,Germany
CUST_0402,Customer Name 402,customer_402@example.com,326.909.7384,07-Oct-2025,USA
CUST_0403,Customer Name 403,customer_403@example.com,+1-519-712-8478,2025-09-25,India
CUST_0404,Customer Name 404,customer_404@example.com,189.490.5807,2025/09/20,UK
CUST_0405,Customer Name 405,customer_405@example.com,(442) 094-9407,2025-10-21,UK
CUST_0406,Customer Name 406,customer_406@example.com,(904) 712-8144,12-Nov-2025,UK
CUST_0407,Customer Name 407,,192.927.5243,2025-04-03,USA
CUST_0408,Customer Name 408,customer_408@example.com,9276637239,28-Jan-2025,USA
CUST_0409,Customer Name 409,,7674783667,2025/03/16,
CUST_0410,Customer Name 410,customer_410@example.com,7658018569,21-Jun-2025,USA
CUST_0411,Customer Name 411,customer_411@example.com,+1-967-393-8525,2025-12-11,USA
CUST_0412,Customer Name 412,customer_412@example.com,+1-817-534-4300,01/30/2025,India
CUST_0413,Customer Name 413,customer_413@example.com,1192692124,2025-08-28,UK
CUST_0414,Customer Name 414,customer_414@example.com,5421406650,05/16/2025,Germany
CUST_0415,Customer Name 415,customer_415@example.com,+1-396-271-2863,15-Aug-2025,USA
CUST_0416,Customer Name 416,,4707200642,2025-07-20,Australia
CUST_0417,Customer Name 417,customer_417@example.com,6618306719,20-Jun-2025,India
CUST_0418,Customer Name 418,customer_418@example.com,+1-158-517-4328,07/16/2025,Germany
CUST_0419,Customer Name 419,customer_419@example.com,(571) 732-0309,2025/09/08,France
CUST_0420,Customer Name 420,customer_420@example.com,+1-787-005-0506,2025/04/19,Australia
CUST_0421,Customer Name 421,customer_421@example.com,+1-293-102-7079,05/05/2025,
CUST_0422,Customer Name 422,customer_422@example.com,(417) 929-1117,02/02/2025,Australia
CUST_0423,Customer Name 423,customer_423@example.com,(651) 982-5309,2025-06-21,Canada
CUST_0424,Customer Name 424,customer_424@example.com,258.273.9021,2025-03-22,USA
CUST_0425,Customer Name 425,,219.467.2324,07/30/2025,France
CUST_0426,Customer Name 426,customer_426@example.com,(927) 914-5608,2025-04-09,USA
CUST_0427,Customer Name 427,customer_427@example.com,883.734.0312,09/12/2025,USA
CUST_0428,Customer Name 428,,+1-543-645-9701,10/03/2025,USA
CUST_0429,Customer Name 429,customer_429@example.com,(113) 799-5635,26-Feb-2025,Canada
CUST_0430,Customer Name 430,customer_430@example.com,(363) 179-7062,2025/11/09,UK
CUST_0431,Customer Name 431,customer_431@example.com,(354) 352-0904,2025/02/26,Canada
CUST_0432,Customer Name 432,customer_432@example.com,349.292.9831,2025/09/25,Canada
CUST_0433,Customer Name 433,customer_433@example.com,(740) 633-5693,2025-10-21,USA
CUST_0434,Customer Name 434,,(780) 686-7177,2025-02-12,Germany
CUST_0435,Customer Name 435,customer_435@example.com,+1-254-310-7427,2025/08/21,Australia
CUST_0436,Customer Name 436,customer_436@example.com,257.016.5804,05/19/2025,USA
CUST_0437,Customer Name 437,customer_437@example.com,+1-508-501-6579,07-Jul-2025,France
CUST_0438,Customer Name 438,customer_438@example.com,(832) 538-1793,14-Jun-2025,France
CUST_0439,Customer Name 439,customer_439@example.com,401.557.7881,30-Dec-2025,UK
CUST_0440,Customer Name 440,customer_440@example.com,(137) 116-2411,2025-05-22,Germany
CUST_0441,Customer Name 441,customer_441@example.com,380.468.2756,2025-11-27,USA
CUST_0442,Customer Name 442,,385.695.5798,23-Aug-2025,Australia
CUST_0443,Customer Name 443,customer_443@example.com,(437) 540-2547,11/13/2025,UK
CUST_0444,Customer Name 444,customer_444@example.com,2223105927,07/09/2025,India
CUST_0445,Customer Name 445,,+1-552-578-2841,2025/07/27,Germany
CUST_0446,Customer Name 446,customer_446@example.com,208.854.7492,2025-06-23,USA
CUST_0447,Customer Name 447,customer_447@example.com,8140693751,01/29/2025,Canada
CUST_0448,Customer Name 448,customer_448@example.com,430.187.1863,2025-06-12,UK
CUST_0449,Customer Name 449,customer_449@example.com,+1-656-504-5547,2025/04/21,Germany
CUST_0450,Customer Name 450,customer_450@example.com,4266299123,01-Sep-2025,France
CUST_0451,Customer Name 451,customer_451@example.com,(106) 462-8792,2025/04/06,Germany
CUST_0452,Customer Name 452,,4947873002,2025/06/03,India
CUST_0453,Customer Name 453,customer_453@example.com,6273014719,2025/10/25,Australia
CUST_0454,Customer Name 454,customer_454@example.com,(715) 890-4290,2025/06/13,Canada
CUST_0455,Customer Name 455,customer_455@example.com,(045) 650-4481,11/18/2025,France
CUST_0456,Customer Name 456,customer_456@example.com,(855) 445-1895,01/07/2025,UK
CUST_0457,Customer Name 457,customer_457@example.com,+1-652-132-8338,2025/08/02,USA
CUST_0458,Customer Name 458,customer_458@example.com,(075) 452-7985,30-Dec-2025,Australia
CUST_0459,Customer Name 459,customer_459@example.com,+1-223-423-2161,2025/01/10,USA
CUST_0460,Customer Name 460,customer_460@example.com,+1-089-071-4014,2025-02-19,Canada
CUST_0461,Customer Name 461,customer_461@example.com,(325) 012-4955,09/14/2025,USA
CUST_0462,Customer Name 462,customer_462@example.com,(908) 334-2801,2025/09/16,France
CUST_0463,Customer Name 463,customer_463@example.com,1256638361,2025/03/05,Canada
CUST_0464,Customer Name 464,customer_464@example.com,548.015.7164,04-Nov-2025,Australia
CUST_0465,Customer Name 465,customer_465@example.com,864.631.7520,2025-12-11,France
CUST_0466,Customer Name 466,customer_466@example.com,(112) 669-1215,06/23/2025,Germany
CUST_0467,Customer Name 467,customer_467@example.com,674.994.6579,06-Sep-2025,Germany
CUST_0468,Customer Name 468,customer_468@example.com,+1-477-320-1017,2025/04/02,UK
CUST_0469,Customer Name 469,customer_469@example.com,991.187.7347,16-Sep-2025,Australia
CUST_0470,Customer Name 470,customer_470@example.com,800.616.7567,2025-01-19,India
CUST_0471,Customer Name 471,customer_471@example.com,427.624.6719,2025/12/04,Australia
CUST_0472,Customer Name 472,customer_472@example.com,+1-064-796-9545,2025-01-15,UK
CUST_0473,Customer Name 473,customer_473@example.com,+1-905-616-5565,12/05/2025,India
CUST_0474,Customer Name 474,customer_474@example.com,114.152.0850,2025/12/03,Germany
CUST_0475,Customer Name 475,customer_475@example.com,790.569.6591,02/21/2025,France
CUST_0476,Customer Name 476,customer_476@example.com,(529) 456-3718,28-May-2025,France
CUST_0477,Customer Name 477,customer_477@example.com,391.919.5419,08/07/2025,USA
CUST_0478,Customer Name 478,customer_478@example.com,484.685.3664,12/10/2025,India
CUST_0479,Customer Name 479,customer_479@example.com,+1-297-374-8969,09/25/2025,Canada
CUST_0480,Customer Name 480,customer_480@example.com,4665136442,12/18/2025,USA
CUST_0481,Customer Name 481,customer_481@example.com,(034) 778-6603,05/20/2025,Australia
CUST_0482,Customer Name 482,customer_482@example.com,+1-820-700-1594,28-Jul-2025,USA
CUST_0483,Customer Name 483,customer_483@example.com,231.981.8984,02/16/2025,Australia
CUST_0484,Customer Name 484,customer_484@example.com,5963632123,2025/08/14,France
CUST_0485,Customer Name 485,,8515867342,01-Sep-2025,USA
CUST_0486,Customer Name 486,customer_486@example.com,(900) 348-6451,2025/08/15,
CUST_0487,Customer Name 487,customer_487@example.com,+1-441-343-2756,2025-05-21,Germany
CUST_0488,Customer Name 488,customer_488@example.com,6561248156,2025-08-21,India
CUST_0489,Customer Name 489,customer_489@example.com,(720) 634-5911,05/08/2025,India
CUST_0490,Customer Name 490,customer_490@example.com,+1-577-242-9543,01-Aug-2025,Germany
CUST_0491,Customer Name 491,customer_491@example.com,9300893173,12/26/2025,France
CUST_0492,Customer Name 492,customer_492@example.com,421.529.1086,2025/12/11,India
CUST_0493,Customer Name 493,customer_493@example.com,(447) 626-3934,08/03/2025,Canada
CUST_0494,Customer Name 494,,439.735.9710,10-Mar-2025,Germany
CUST_0495,Customer Name 495,customer_495@example.com,(669) 411-8005,30-Aug-2025,India
CUST_0496,Customer Name 496,customer_496@example.com,(900) 489-6465,2025-10-14,UK
CUST_0497,Customer Name 497,customer_497@example.com,+1-757-215-8624,2025-06-10,Germany
CUST_0498,Customer Name 498,customer_498@example.com,(456) 449-4856,2025/06/11,Canada
CUST_0499,Customer Name 499,customer_499@example.com,(703) 203-2074,2025/12/28,Germany
CUST_0500,Customer Name 500,,(587) 771-2151,05/26/2025,India
CUST_0501,Customer Name 501,customer_501@example.com,+1-499-390-8926,2025/05/07,UK
CUST_0502,Customer Name 502,,165.915.2017,21-Aug-2025,USA
CUST_0503,Customer Name 503,customer_503@example.com,+1-097-592-3045,2025/02/06,UK
CUST_0504,Customer Name 504,customer_504@example.com,6103266421,2025/09/09,UK
CUST_0505,Customer Name 505,customer_505@example.com,925.158.3776,2025/05/18,Germany
CUST_0506,Customer Name 506,customer_506@example.com,(926) 610-8573,2025-09-11,Germany
CUST_0507,Customer Name 507,,+1-742-243-8649,2025-10-10,France
CUST_0508,Customer Name 508,customer_508@example.com,+1-661-794-5491,2025/02/28,Canada
CUST_0509,Customer Name 509,customer_509@example.com,0164597794,04/06/2025,India
CUST_0510,Customer Name 510,customer_510@example.com,416.800.6102,2025/08/24,India
CUST_0511,Customer Name 511,customer_511@example.com,+1-749-956-4122,2025-04-08,India
CUST_0512,Customer Name 512,customer_512@example.com,037.236.8314,2025/03/17,USA
CUST_0513,Customer Name 513,customer_513@example.com,277.707.9334,27-Jan-2025,
CUST_0514,Customer Name 514,customer_514@example.com,667.998.4076,2025/09/20,USA
CUST_0515,Customer Name 515,customer_515@example.com,6958146717,2025/08/18,UK
CUST_0516,Customer Name 516,customer_516@example.com,(757) 383-9597,2025/05/31,Australia
CUST_0517,Customer Name 517,customer_517@example.com,(572) 934-1722,2025/03/22,Germany
CUST_0518,Customer Name 518,customer_518@example.com,(743) 380-0545,2025-03-31,UK
CUST_0519,Customer Name 519,customer_519@example.com,9318374550,2025-03-19,Germany
CUST_0520,Customer Name 520,customer_520@example.com,+1-119-918-0812,16-Apr-2025,UK
CUST_0521,Customer Name 521,customer_521@example.com,871.255.2137,01/04/2025,Germany
CUST_0522,Customer Name 522,customer_522@example.com,821.456.5328,04/27/2025,Germany
CUST_0523,Customer Name 523,customer_523@example.com,7850720811,2025/06/11,Canada
CUST_0524,Customer Name 524,customer_524@example.com,6029084668,10-Jun-2025,
CUST_0525,Customer Name 525,customer_525@example.com,8926738997,2025/11/29,UK
CUST_0526,Customer Name 526,customer_526@example.com,8562884318,24-Sep-2025,Canada
CUST_0527,Customer Name 527,,8943468105,18-Nov-2025,Australia
CUST_0528,Customer Name 528,customer_528@example.com,(174) 907-5399,29-Jun-2025,Australia
CUST_0529,Customer Name 529,customer_529@example.com,9268315893,2025-08-21,Germany
CUST_0530,Customer Name 530,customer_530@example.com,110.627.3715,2025/10/29,France
CUST_0531,Customer Name 531,customer_531@example.com,(677) 622-8277,2025-12-27,Germany
CUST_0532,Customer Name 532,customer_532@example.com,2851961159,01/21/2025,UK
CUST_0533,Customer Name 533,customer_533@example.com,4470229604,04/21/2025,Germany
CUST_0534,Customer Name 534,,8510679497,2025/07/13,Australia
CUST_0535,Customer Name 535,customer_535@example.com,287.772.5199,07/18/2025,UK
CUST_0536,Customer Name 536,customer_536@example.com,+1-741-209-4818,2025-04-09,France
CUST_0537,Customer Name 537,customer_537@example.com,780.182.0433,13-Feb-2025,USA
CUST_0538,Customer Name 538,customer_538@example.com,+1-056-260-8564,2025-02-28,UK
CUST_0539,Customer Name 539,customer_539@example.com,+1-412-462-0952,2026-01-01,USA
CUST_0540,Customer Name 540,customer_540@example.com,(654) 610-3399,2025/09/10,UK
CUST_0541,Customer Name 541,,+1-786-170-6304,05/07/2025,Germany
CUST_0542,Customer Name 542,customer_542@example.com,832.582.3868,2025-01-22,Australia
CUST_0543,Customer Name 543,customer_543@example.com,2007494653,01/24/2025,France
CUST_0544,Customer Name 544,,1612846398,16-Dec-2025,Australia
CUST_0545,Customer Name 545,customer_545@example.com,+1-435-537-9502,2025/11/08,
CUST_0546,Customer Name 546,,268.768.1180,2025-12-11,Australia
CUST_0547,Customer Name 547,customer_547@example.com,+1-956-201-7537,2025-04-24,India
CUST_0548,Customer Name 548,customer_548@example.com,5319433750,09/10/2025,
CUST_0549,Customer Name 549,customer_549@example.com,(614) 987-2839,02/03/2025,Canada
CUST_0550,Customer Name 550,customer_550@example.com,938.430.8948,2025/01/02,India
CUST_0551,Customer Name 551,,+1-566-418-7758,2025-04-25,Germany
CUST_0552,Customer Name 552,customer_552@example.com,+1-506-351-9036,05/08/2025,UK
CUST_0553,Customer Name 553,,107.609.5431,03-May-2025,Australia
CUST_0554,Customer Name 554,customer_554@example.com,+1-319-971-7911,2025/01/18,Australia
CUST_0555,Customer Name 555,customer_555@example.com,+1-207-049-6110,2025/05/31,France
CUST_0556,Customer Name 556,customer_556@example.com,+1-399-076-7699,2025-06-23,UK
CUST_0557,Customer Name 557,customer_557@example.com,1109193928,2025/07/01,France
CUST_0558,Customer Name 558,customer_558@example.com,3200249685,10/26/2025,UK
CUST_0559,Customer Name 559,customer_559@example.com,+1-450-892-0388,05-Aug-2025,Canada
CUST_0560,Customer Name 560,customer_560@example.com,3153779599,12-Nov-2025,Canada
CUST_0561,Customer Name 561,customer_561@example.com,073.033.7933,2025/06/19,Canada
CUST_0562,Customer Name 562,customer_562@example.com,050.150.8124,10-Apr-2025,USA
CUST_0563,Customer Name 563,customer_563@example.com,+1-423-425-8323,01-Apr-2025,USA
CUST_0564,Customer Name 564,customer_564@example.com,(261) 534-7355,2025/09/27,USA
CUST_0565,Customer Name 565,customer_565@example.com,+1-233-865-5963,11/12/2025,UK
CUST_0566,Customer Name 566,customer_566@example.com,530.428.9731,2025-12-06,Germany
CUST_0567,Customer Name 567,customer_567@example.com,857.872.5587,31-Aug-2025,India
CUST_0568,Customer Name 568,customer_568@example.com,903.337.3634,07/13/2025,UK
CUST_0569,Customer Name 569,customer_569@example.com,121.478.5390,20-Sep-2025,Germany
CUST_0570,Customer Name 570,customer_570@example.com,+1-575-460-2734,2025-07-03,France
CUST_0571,Customer Name 571,customer_571@example.com,1431115083,11-Apr-2025,India
CUST_0572,Customer Name 572,customer_572@example.com,439.284.0445,2025-07-27,France
CUST_0573,Customer Name 573,customer_573@example.com,263.337.3898,25-Aug-2025,UK
CUST_0574,Customer Name 574,customer_574@example.com,(663) 778-0529,2025-06-06,India
CUST_0575,Customer Name 575,customer_575@example.com,+1-536-668-4590,03/13/2025,UK
CUST_0576,Customer Name 576,customer_576@example.com,(999) 663-6186,2025-09-01,Germany
CUST_0577,Customer Name 577,customer_577@example.com,(412) 182-0970,2025-04-12,Germany
CUST_0578,Customer Name 578,customer_578@example.com,3481705802,2025/07/30,USA
CUST_0579,Customer Name 579,customer_579@example.com,(671) 632-3467,06-Nov-2025,France
CUST_0580,Customer Name 580,customer_580@example.com,7430271693,2025/10/19,France
CUST_0581,Customer Name 581,,(147) 546-9263,2025/11/13,India
CUST_0582,Customer Name 582,customer_582@example.com,(916) 032-4841,2025/09/10,France
CUST_0583,Customer Name 583,customer_583@example.com,+1-511-856-7243,2025-08-25,India
CUST_0584,Customer Name 584,customer_584@example.com,(765) 636-0041,2025/06/17,USA
CUST_0585,Customer Name 585,customer_585@example.com,(372) 742-2091,2025-05-31,Germany
CUST_0586,Customer Name 586,customer_586@example.com,042.752.3083,2025-12-23,Australia
CUST_0587,Customer Name 587,customer_587@example.com,(164) 709-0063,07/11/2025,USA
CUST_0588,Customer Name 588,customer_588@example.com,+1-053-131-2206,17-Jun-2025,Canada
CUST_0589,Customer Name 589,customer_589@example.com,+1-866-133-1552,25-Jul-2025,
CUST_0590,Customer Name 590,customer_590@example.com,314.950.1364,02/22/2025,USA
CUST_0591,Customer Name 591,customer_591@example.com,625.257.1509,07/15/2025,India
CUST_0592,Customer Name 592,customer_592@example.com,+1-309-143-6391,12-Mar-2025,Canada
CUST_0593,Customer Name 593,customer_593@example.com,303.975.2450,28-Nov-2025,Canada
CUST_0594,Customer Name 594,customer_594@example.com,5533803396,2025/04/04,USA
CUST_0595,Customer Name 595,customer_595@example.com,(130) 232-1298,2025-05-01,Germany
CUST_0596,Customer Name 596,customer_596@example.com,(336) 293-4497,2025/05/20,UK
CUST_0597,Customer Name 597,customer_597@example.com,277.689.6270,2025-08-07,UK
CUST_0598,Customer Name 598,customer_598@example.com,282.467.4746,06-Feb-2025,Germany
CUST_0599,Customer Name 599,customer_599@example.com,300.857.6665,08-Sep-2025,France
CUST_0600,Customer Name 600,,016.923.6458,22-Nov-2025,India
CUST_0601,Customer Name 601,customer_601@example.com,633.705.0249,12/15/2025,France
CUST_0602,Customer Name 602,customer_602@example.com,201.166.9183,2025/03/26,UK
CUST_0603,Customer Name 603,customer_603@example.com,8694611952,2025/04/18,USA
CUST_0604,Customer Name 604,customer_604@example.com,(701) 168-6462,07/11/2025,Canada
CUST_0605,Customer Name 605,customer_605@example.com,8179323023,2025/07/29,France
CUST_0606,Customer Name 606,customer_606@example.com,(214) 161-4150,2025/09/02,USA
CUST_0607,Customer Name 607,,4090138069,2025/09/06,France
CUST_0608,Customer Name 608,customer_608@example.com,5553566905,2025-02-21,India
CUST_0609,Customer Name 609,customer_609@example.com,209.184.3579,2025/09/21,USA
CUST_0610,Customer Name 610,customer_610@example.com,+1-505-057-3976,2025/06/28,Germany
CUST_0611,Customer Name 611,customer_611@example.com,(164) 932-8980,2025-09-12,India
CUST_0612,Customer Name 612,customer_612@example.com,+1-727-178-3332,2025/02/24,USA
CUST_0613,Customer Name 613,customer_613@example.com,+1-564-347-1287,21-Dec-2025,France
CUST_0614,Customer Name 614,customer_614@example.com,+1-915-668-6334,2025-05-29,UK
CUST_0615,Customer Name 615,customer_615@example.com,+1-319-525-6904,10/30/2025,Germany
CUST_0616,Customer Name 616,customer_616@example.com,528.993.1608,06/11/2025,UK
CUST_0617,Customer Name 617,customer_617@example.com,+1-772-942-0954,2025/05/21,Canada
CUST_0618,Customer Name 618,customer_618@example.com,6052330276,12/04/2025,France
CUST_0619,Customer Name 619,customer_619@example.com,675.661.8443,02/19/2025,Australia
CUST_0620,Customer Name 620,customer_620@example.com,(047) 292-7742,04/22/2025,USA
CUST_0621,Customer Name 621,customer_621@example.com,(912) 662-0157,2025-01-27,India
CUST_0622,Customer Name 622,customer_622@example.com,(626) 301-3674,2025/12/01,Australia
CUST_0623,Customer Name 623,customer_623@example.com,+1-176-475-0111,09/08/2025,France
CUST_0624,Customer Name 624,customer_624@example.com,(741) 926-7649,20-Feb-2025,Australia
CUST_0625,Customer Name 625,customer_625@example.com,+1-260-688-8718,2025-04-17,France
CUST_0626,Customer Name 626,customer_626@example.com,+1-087-510-2932,15-Oct-2025,USA
CUST_0627,Customer Name 627,customer_627@example.com,+1-184-582-6034,23-Sep-2025,Germany
CUST_0628,Customer Name 628,customer_628@example.com,(758) 598-8310,01/19/2025,Australia
CUST_0629,Customer Name 629,customer_629@example.com,+1-298-395-4296,09-Oct-2025,India
CUST_0630,Customer Name 630,customer_630@example.com,(671) 462-8314,01-Jan-2026,India
CUST_0631,Customer Name 631,customer_631@example.com,+1-926-256-6093,2025-05-19,India
CUST_0632,Customer Name 632,customer_632@example.com,+1-151-554-2340,07/13/2025,USA
CUST_0633,Customer Name 633,customer_633@example.com,1284971859,10-Oct-2025,USA
CUST_0634,Customer Name 634,customer_634@example.com,6258896792,01/05/2025,Canada
CUST_0635,Customer Name 635,customer_635@example.com,405.396.7275,15-Sep-2025,Germany
CUST_0636,Customer Name 636,customer_636@example.com,+1-341-465-1113,2025-03-26,UK
CUST_0637,Customer Name 637,customer_637@example.com,706.827.7881,01/08/2025,India
CUST_0638,Customer Name 638,,(685) 389-0972,2025-03-31,Canada
CUST_0639,Customer Name 639,customer_639@example.com,+1-067-625-1538,29-May-2025,UK
CUST_0640,Customer Name 640,customer_640@example.com,9634807970,2025/01/04,UK
CUST_0641,Customer Name 641,customer_641@example.com,(526) 501-6731,2025-07-30,USA
CUST_0642,Customer Name 642,customer_642@example.com,4376545628,2025/02/25,Germany
CUST_0643,Customer Name 643,customer_643@example.com,560.531.3402,04-Aug-2025,Canada
CUST_0644,Customer Name 644,customer_644@example.com,741.678.7256,2025-03-09,Australia
CUST_0645,Customer Name 645,,258.030.5690,03-Sep-2025,USA
CUST_0646,Customer Name 646,customer_646@example.com,392.823.4143,2025/04/12,Australia
CUST_0647,Customer Name 647,customer_647@example.com,+1-892-392-3126,05/21/2025,Germany
CUST_0648,Customer Name 648,,310.668.4335,2025-09-03,India
CUST_0649,Customer Name 649,,+1-145-456-3502,2025-01-01,UK
CUST_0650,Customer Name 650,customer_650@example.com,7491624755,2025-02-27,India
CUST_0651,Customer Name 651,customer_651@example.com,(255) 598-9534,2025/10/27,USA
CUST_0652,Customer Name 652,customer_652@example.com,9109337118,2025/06/04,Canada
CUST_0653,Customer Name 653,customer_653@example.com,202.368.4855,2025-11-19,USA
CUST_0654,Customer Name 654,customer_654@example.com,+1-880-294-2409,12/22/2025,Germany
CUST_0655,Customer Name 655,customer_655@example.com,8812786866,04/16/2025,
CUST_0656,Customer Name 656,customer_656@example.com,9087884434,2025-10-10,USA
CUST_0657,Customer Name 657,customer_657@example.com,+1-402-424-0338,01-Jan-2025,UK
CUST_0658,Customer Name 658,customer_658@example.com,(842) 694-5005,05/24/2025,USA
CUST_0659,Customer Name 659,customer_659@example.com,9164983735,2025/04/15,Canada
CUST_0660,Customer Name 660,customer_660@example.com,(652) 717-2722,2025/10/19,Canada
CUST_0661,Customer Name 661,customer_661@example.com,042.269.3121,2025/05/06,Germany
CUST_0662,Customer Name 662,customer_662@example.com,+1-820-916-6010,03/09/2025,UK
CUST_0663,Customer Name 663,customer_663@example.com,900.185.1327,25-Mar-2025,Canada
CUST_0664,Customer Name 664,customer_664@example.com,848.100.1841,2025-03-14,USA
CUST_0665,Customer Name 665,customer_665@example.com,(625) 436-1721,22-Feb-2025,France
CUST_0666,Customer Name 666,customer_666@example.com,(510) 922-6859,2025/12/14,India
CUST_0667,Customer Name 667,customer_667@example.com,(945) 147-5410,12/02/2025,Germany
CUST_0668,Customer Name 668,customer_668@example.com,(711) 964-2152,17-Jul-2025,Germany
CUST_0669,Customer Name 669,customer_669@example.com,695.236.6878,09/30/2025,France
CUST_0670,Customer Name 670,customer_670@example.com,893.135.0305,2025-03-10,UK
CUST_0671,Customer Name 671,customer_671@example.com,(247) 286-3330,03/02/2025,USA
